date,warehouse,product_id,demand,forecast
2023-08-15,ALQ,410,191.0,287.0
2023-06-29,ALQ,1562,25.0,27.0
2023-07-22,ALQ,936,682.0,636.0
2023-06-02,ALQ,426,87.0,97.0
2023-07-03,ALQ,2191,55.552490234375,20.0
2023-06-27,ALQ,543,44.0,42.0
2023-07-06,ALQ,556152,479.0,550.0
2023-08-25,ALQ,1571,31.0,41.0
2023-06-16,ALQ,1267,47.0,36.0
2023-06-10,ALQ,773,18.9652468327102,12.0
2023-06-30,ALQ,935,2.5,2.0
2023-06-30,ALQ,637189,90.0,72.0
2023-08-28,ALQ,1223,2305.0,2597.0
2023-06-28,ALQ,1554,3.0,4.0
2023-07-11,ALQ,585,64.0,66.0
2023-06-17,ALQ,783,4.15991294384003,5.0
2023-08-25,ALQ,1376,24.0,31.0
2023-07-31,ALQ,431,502.0,503.0
2023-08-14,ALQ,1368,180.232780331734,162.0
2023-07-21,ALQ,1368,183.0,158.0
2023-07-03,ALQ,1382,339.234191894531,149.0
2023-08-11,ALQ,1266,20.0,36.0
2023-08-01,ALQ,1382,356.0,392.0
2023-08-17,ALQ,305,84.0,220.0
2023-07-25,ALQ,773,18.0,22.0
2023-07-18,ALQ,420,233.0,233.0
2023-06-19,ALQ,713,37.9273529052734,34.0
2023-06-02,ALQ,636341,54.4504127502441,75.0
2023-06-13,ALQ,585,38.0,49.0
2023-08-28,ALQ,609015,60.6570472717285,49.0
2023-07-29,ALQ,382,57.0,77.0
2023-06-01,ALQ,1571,72.0,104.0
2023-08-12,ALQ,56110,540.0,555.0
2023-06-26,ALQ,2191,60.0,71.0
2023-07-19,ALQ,1552,65.2429068072221,68.0
2023-06-08,ALQ,609011,156.821271896362,84.0
2023-07-31,ALQ,541,71.2163820266724,81.0
2023-06-12,ALQ,1558,19.9083671569824,14.0
2023-07-08,ALQ,461,166.0,246.0
2023-07-29,ALQ,556151,928.0,990.0
2023-08-04,ALQ,144924,148.810114921114,175.0
2023-07-15,ALQ,1306,10.0,9.0
2023-08-14,ALQ,23458,51.0,238.0
2023-07-27,ALQ,426,160.0,167.0
2023-07-20,ALQ,636341,47.6481971740723,32.0
2023-08-23,ALQ,144882,288.0,217.0
2023-08-22,ALQ,29244,57.7449073791504,86.0
2023-08-05,ALQ,784,137.0,155.0
2023-07-10,ALQ,502,81.2538995742798,100.0
2023-08-01,ALQ,1573,74.0,143.0
2023-06-02,ALQ,1352,456.0,442.0
2023-07-28,ALQ,1562,32.0,30.0
2023-06-05,ALQ,410,230.013695279001,154.0
2023-08-16,ALQ,1895,9.0,14.0
2023-07-12,ALQ,636340,11.0,15.0
2023-06-23,ALQ,1318,179.0,237.0
2023-08-09,ALQ,1554,5.76125192642212,5.0
2023-08-08,ALQ,1376,44.0,72.0
2023-08-12,ALQ,586,180.0,180.0
2023-07-31,ALQ,426,189.0,241.0
2023-08-23,ALQ,12087,414.848342895508,272.0
2023-07-22,ALQ,592,15.0,12.0
2023-07-28,ALQ,56104,174.0,154.0
2023-08-07,ALQ,617,4.83196067810059,6.0
2023-07-01,ALQ,1575,30.0,31.0
2023-08-29,ALQ,783,4.5,7.0
2023-06-22,ALQ,1901,0.0,1.0
2023-08-08,ALQ,461,228.0,354.0
